customer_id,customer_fname,customer_lname,customer_email,customer_pwd,customer_street,customer_city,customer_state,zip_code,number_of_orders,voice_mail_active
3533,Mary,Smith,XXXXXXXXX,XXXXXXXXX,3702 Broad Path,Lindenhurst,NY,11757,0,no
3534,James,Marshall,XXXXXXXXX,XXXXXXXXX,5261 Amber Avenue,Caguas,PR,725,24,yes
3535,Betty,Rodgers,XXXXXXXXX,XXXXXXXXX,1795 Fallen Corners,Encinitas,CA,92024,0,no
3536,Mary,Tanner,XXXXXXXXX,XXXXXXXXX,2924 Velvet Dale Corners,Caguas,PR,725,0,no
3537,Ralph,Smith,XXXXXXXXX,XXXXXXXXX,7011 Cozy Beach,La Mesa,CA,91941,0,no
3538,Mary,Henry,XXXXXXXXX,XXXXXXXXX,6232 Red Rise Rise,Caguas,PR,725,0,no
3539,Richard,Smith,XXXXXXXXX,XXXXXXXXX,6157 Quaking Extension,Washington,DC,20011,36,yes
3540,Nicole,Bishop,XXXXXXXXX,XXXXXXXXX,4089 Iron Cloud Passage,Caguas,PR,725,0,no
3541,Jeremy,Smith,XXXXXXXXX,XXXXXXXXX,8189 Clear Isle,Atlanta,GA,30318,0,no
3542,Mary,Russell,XXXXXXXXX,XXXXXXXXX,3847 Silver Route,Caguas,PR,725,0,no
3543,Matthew,Rasmussen,XXXXXXXXX,XXXXXXXXX,3100 Velvet Fox Field,Reseda,CA,91335,0,no
3544,Danielle,Smith,XXXXXXXXX,XXXXXXXXX,109 Hazy Heath,Bismarck,ND,58501,0,no
3545,Austin,Guzman,XXXXXXXXX,XXXXXXXXX,8153 Indian Beacon Impasse,Rochester,NY,14609,0,no
3546,Mary,Cannon,XXXXXXXXX,XXXXXXXXX,3178 Golden Villas,Caguas,PR,725,24,yes
3547,Rebecca,Waller,XXXXXXXXX,XXXXXXXXX,8414 Dewy Lagoon Abbey,South San Francisco,CA,94080,31,yes
3548,Mary,Smith,XXXXXXXXX,XXXXXXXXX,9946 Merry Boulevard,San Diego,CA,92104,0,no
3549,Adam,Morris,XXXXXXXXX,XXXXXXXXX,2248 Heather Mews,Caguas,PR,725,0,no
3550,Mary,Garner,XXXXXXXXX,XXXXXXXXX,2036 Iron Mountain,Philadelphia,PA,19148,0,no
3551,Richard,Kramer,XXXXXXXXX,XXXXXXXXX,762 Clear Harbour,Caguas,PR,725,0,no
3552,Kathleen,Smith,XXXXXXXXX,XXXXXXXXX,4951 Misty Pioneer Mall,La Mesa,CA,91941,0,no
3553,Mary,Lloyd,XXXXXXXXX,XXXXXXXXX,9739 Round Spring Expressway,Caguas,PR,725,0,no
3554,Michael,Smith,XXXXXXXXX,XXXXXXXXX,661 Lost Ridge,Los Angeles,CA,90001,0,no
3555,Gregory,Walker,XXXXXXXXX,XXXXXXXXX,4760 Harvest Crescent,Brooklyn,NY,11237,22,yes
3556,Mary,Lane,XXXXXXXXX,XXXXXXXXX,1802 Broad Carrefour,Caguas,PR,725,0,no
3557,Benjamin,Clarke,XXXXXXXXX,XXXXXXXXX,6728 Wishing Parkway,Las Vegas,NV,89103,0,no
3558,Mary,Smith,XXXXXXXXX,XXXXXXXXX,5074 Cotton Butterfly Place,Caguas,PR,725,0,no
3559,Susan,Wright,XXXXXXXXX,XXXXXXXXX,5234 Clear Horse Townline,North Las Vegas,NV,89030,0,no
3560,Dylan,Rhodes,XXXXXXXXX,XXXXXXXXX,2571 Noble Crescent,Sandusky,OH,44870,0,no
3561,Mary,Smith,XXXXXXXXX,XXXXXXXXX,9254 Thunder Meadow,Caguas,PR,725,27,yes
3562,Beverly,Chase,XXXXXXXXX,XXXXXXXXX,1023 Rocky Hollow,Annandale,VA,22003,23,yes
3563,Mary,Stout,XXXXXXXXX,XXXXXXXXX,1782 High River Rise,Caguas,PR,725,22,yes
3564,William,Smith,XXXXXXXXX,XXXXXXXXX,1525 Golden Nectar Edge,North Las Vegas,NV,89030,0,no
3565,Johnny,Johnson,XXXXXXXXX,XXXXXXXXX,3610 Merry Acres,Caguas,PR,725,36,yes
3566,Mary,Meyer,XXXXXXXXX,XXXXXXXXX,4524 Quiet Limits,Chicago,IL,60640,0,no
3567,Thomas,Schroeder,XXXXXXXXX,XXXXXXXXX,7975 Honey Valley,Honolulu,HI,96822,0,no
3568,Madison,Smith,XXXXXXXXX,XXXXXXXXX,3926 Stony Gardens,Caguas,PR,725,0,no
3569,Jeremy,Smith,XXXXXXXXX,XXXXXXXXX,3506 High Brook Swale,West Jordan,UT,84084,0,no
3570,Mary,Nelson,XXXXXXXXX,XXXXXXXXX,3909 Hidden Treasure Beach,Caguas,PR,725,40,yes
3571,Laura,Smith,XXXXXXXXX,XXXXXXXXX,5387 Iron Nook,Harlingen,TX,78550,0,no
3572,Mary,Bennett,XXXXXXXXX,XXXXXXXXX,2422 Indian Autumn Arbor,La Crosse,WI,54601,0,no
3573,Virginia,Gould,XXXXXXXXX,XXXXXXXXX,1975 Crystal Leaf Autoroute,Caguas,PR,725,0,no
3574,Mary,Smith,XXXXXXXXX,XXXXXXXXX,2264 Silent Freeway,Salt Lake City,UT,84119,0,no
3575,Hannah,Cooper,XXXXXXXXX,XXXXXXXXX,214 Lost Apple Close,Fort Lauderdale,FL,33312,0,no
3576,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1102 Pleasant Maze,Caguas,PR,725,0,no
3577,Michael,Martin,XXXXXXXXX,XXXXXXXXX,3719 Silver Key,Chicago,IL,60649,0,no
3578,Christian,Cameron,XXXXXXXXX,XXXXXXXXX,690 Pleasant Autumn Mall,Fort Lauderdale,FL,33324,0,no
3579,Mary,Smith,XXXXXXXXX,XXXXXXXXX,3741 Bright Extension,Caguas,PR,725,0,no
3580,Jessica,Larson,XXXXXXXXX,XXXXXXXXX,7258 Burning Dale Mountain,Palatine,IL,60067,37,yes
3581,Mary,Pugh,XXXXXXXXX,XXXXXXXXX,3977 Colonial Towers,Caguas,PR,725,0,no
3582,Ruth,Smith,XXXXXXXXX,XXXXXXXXX,5860 Grand Limits,New York,NY,10027,0,no
3583,Jacqueline,Allen,XXXXXXXXX,XXXXXXXXX,5530 Emerald Elk Mews,Goleta,CA,93117,23,yes
3584,Mary,Washington,XXXXXXXXX,XXXXXXXXX,5817 Green Hills Via,Caguas,PR,725,29,yes
3585,Kimberly,Mullins,XXXXXXXXX,XXXXXXXXX,9140 Clear Concession,Chicago,IL,60640,0,no
3586,Mary,Smith,XXXXXXXXX,XXXXXXXXX,8183 Umber Link,Jersey City,NJ,7305,0,no
3587,Michelle,Potter,XXXXXXXXX,XXXXXXXXX,5364 Indian Gate Highway,Caguas,PR,725,41,yes
3588,Sharon,Carson,XXXXXXXXX,XXXXXXXXX,9650 Red Farm,La Mesa,CA,91941,0,no
3589,Mary,Smith,XXXXXXXXX,XXXXXXXXX,8056 Burning River Limits,Caguas,PR,725,32,yes
3590,Jeffrey,Lewis,XXXXXXXXX,XXXXXXXXX,835 Lost Anchor Meadow,Colorado Springs,CO,80906,0,no
3591,Lori,Farmer,XXXXXXXXX,XXXXXXXXX,6068 Umber Orchard,Caguas,PR,725,0,no
3592,Mary,Smith,XXXXXXXXX,XXXXXXXXX,5546 Rocky Cloud Beach,Richmond,KY,40475,0,no
3593,Christina,Lewis,XXXXXXXXX,XXXXXXXXX,3815 Tawny Swale,Caguas,PR,725,0,no
3594,Mary,Smith,XXXXXXXXX,XXXXXXXXX,830 Clear Sky Vale,Pomona,CA,91766,25,yes
3595,Joshua,Lewis,XXXXXXXXX,XXXXXXXXX,786 Lost Horse Plaza,Catonsville,MD,21228,0,no
3596,Mary,Richmond,XXXXXXXXX,XXXXXXXXX,2329 Blue Anchor Concession,Caguas,PR,725,0,no
3597,Margaret,Smith,XXXXXXXXX,XXXXXXXXX,8473 Crystal Hickory Path,Miami,FL,33162,0,no
3598,Marilyn,Morris,XXXXXXXXX,XXXXXXXXX,1116 Heather Row,Tucson,AZ,85719,0,no
3599,Mary,Park,XXXXXXXXX,XXXXXXXXX,1853 High Common,Caguas,PR,725,30,yes
3600,Jennifer,Smith,XXXXXXXXX,XXXXXXXXX,8560 Rustic Pond Promenade,Moreno Valley,CA,92557,28,yes
3601,Rose,Robertson,XXXXXXXXX,XXXXXXXXX,6695 Indian Zephyr Limits,Caguas,PR,725,0,no
3602,Mary,Warner,XXXXXXXXX,XXXXXXXXX,4715 Cotton Anchor Towers,Stamford,CT,6902,48,yes
3603,Susan,Smith,XXXXXXXXX,XXXXXXXXX,4167 Shady Passage,Longmont,CO,80501,0,no
3604,Alexander,Martin,XXXXXXXXX,XXXXXXXXX,4491 Silver Via,Fullerton,CA,92833,0,no
3605,Mary,Sanders,XXXXXXXXX,XXXXXXXXX,8762 Shady Cloud Thicket,Caguas,PR,725,0,no
3606,Joan,Strickland,XXXXXXXXX,XXXXXXXXX,2319 Fallen Impasse,New York,NY,10033,28,yes
3607,Marie,Smith,XXXXXXXXX,XXXXXXXXX,753 Emerald Pine Glen,Caguas,PR,725,0,no
3608,Mary,Rogers,XXXXXXXXX,XXXXXXXXX,1014 Colonial Cider Terrace,Brooklyn,NY,11212,28,yes
3609,James,Waters,XXXXXXXXX,XXXXXXXXX,1898 Gentle Stead,Hollywood,FL,33024,0,no
3610,Jordan,Smith,XXXXXXXXX,XXXXXXXXX,2355 Amber Panda Vista,Stafford,VA,22554,0,no
3611,Mary,Mitchell,XXXXXXXXX,XXXXXXXXX,4601 Dewy Creek Concession,Caguas,PR,725,48,yes
3612,Gregory,Cox,XXXXXXXXX,XXXXXXXXX,5763 Crystal Alley,Aurora,CO,80013,25,yes
3613,Mary,York,XXXXXXXXX,XXXXXXXXX,6391 Golden Promenade,Brooklyn,NY,11201,0,no
3614,John,Smith,XXXXXXXXX,XXXXXXXXX,523 Sleepy Hills Front,Caguas,PR,725,0,no
3615,Jennifer,Cooper,XXXXXXXXX,XXXXXXXXX,6002 Emerald Cloud Mountain,New York,NY,10025,0,no
3616,Jean,Holder,XXXXXXXXX,XXXXXXXXX,190 Indian Woods,Chicago,IL,60641,37,yes
3617,Mary,Smith,XXXXXXXXX,XXXXXXXXX,8668 Emerald Elk Mount,Jackson,MI,49201,28,yes
3618,Linda,Evans,XXXXXXXXX,XXXXXXXXX,1810 Cinder Ledge,Caguas,PR,725,0,no
3619,Samantha,Smith,XXXXXXXXX,XXXXXXXXX,9084 Noble Horse Crescent,West Haven,CT,6516,24,yes
3620,Jeremy,Morris,XXXXXXXXX,XXXXXXXXX,8584 Lazy Via,Aurora,CO,80012,0,no
3621,Mary,West,XXXXXXXXX,XXXXXXXXX,4922 Heather Gate Stead,Caguas,PR,725,0,no
3622,Donald,Stanley,XXXXXXXXX,XXXXXXXXX,8609 Rustic Grounds,Brooklyn,NY,11204,0,no
3623,Scott,Smith,XXXXXXXXX,XXXXXXXXX,7539 Honey Lagoon Point,Bayonne,NJ,7002,0,no
3624,Grace,Shah,XXXXXXXXX,XXXXXXXXX,9044 Round Private,Lutz,FL,33549,34,yes
3625,Mary,Smith,XXXXXXXXX,XXXXXXXXX,357 Noble Lane,Caguas,PR,725,0,no
3626,Stephen,Garza,XXXXXXXXX,XXXXXXXXX,2790 Cinder Bend,Oceanside,CA,92056,0,no
3627,Mary,Smith,XXXXXXXXX,XXXXXXXXX,5810 Umber Impasse,Caguas,PR,725,37,yes
3628,Alice,Michael,XXXXXXXXX,XXXXXXXXX,1948 Stony Timber Lookout,Elgin,IL,60120,18,yes
3629,Mary,Smith,XXXXXXXXX,XXXXXXXXX,8944 Red Place,North Tonawanda,NY,14120,0,no
3630,Barbara,King,XXXXXXXXX,XXXXXXXXX,3450 Quiet Hickory Harbour,Caguas,PR,725,0,no
3631,Mary,Smith,XXXXXXXXX,XXXXXXXXX,4320 Iron Highlands,Laredo,TX,78040,0,no
3632,Albert,Flores,XXXXXXXXX,XXXXXXXXX,3587 Blue Mall,Caguas,PR,725,0,no
3633,Mary,Burch,XXXXXXXXX,XXXXXXXXX,2406 Broad Embers Parade,El Paso,TX,79924,0,no
3634,Emily,Smith,XXXXXXXXX,XXXXXXXXX,4967 Umber Green,Caguas,PR,725,0,no
3635,Catherine,Flowers,XXXXXXXXX,XXXXXXXXX,7651 Round Path,San Jose,CA,95112,0,no
3636,Willie,Smith,XXXXXXXXX,XXXXXXXXX,7588 High Way,Caguas,PR,725,0,no
3637,Mary,Wu,XXXXXXXXX,XXXXXXXXX,7446 Rocky Lookout,Bronx,NY,10460,0,no
3638,Amy,Smith,XXXXXXXXX,XXXXXXXXX,2805 Indian Passage,Caguas,PR,725,0,no
3639,Danielle,Edwards,XXXXXXXXX,XXXXXXXXX,2231 Fallen View Beach,Tempe,AZ,85282,0,no
3640,Mary,Serrano,XXXXXXXXX,XXXXXXXXX,6843 Dusty Log Edge,Caguas,PR,725,0,no
3641,Thomas,Smith,XXXXXXXXX,XXXXXXXXX,6045 Green Valley,Miami,FL,33162,0,no
3642,Margaret,Nicholson,XXXXXXXXX,XXXXXXXXX,5841 Quaking Cloud Village,Caguas,PR,725,0,no
3643,Donald,Smith,XXXXXXXXX,XXXXXXXXX,2122 Rustic Link,Los Angeles,CA,90032,0,no
3644,Debra,Ryan,XXXXXXXXX,XXXXXXXXX,3557 Rocky Vale,Caguas,PR,725,0,no
3645,Martha,Guerra,XXXXXXXXX,XXXXXXXXX,9439 Gentle Nectar End,Watsonville,CA,95076,38,yes
3646,Mary,Smith,XXXXXXXXX,XXXXXXXXX,9255 Cotton Rabbit Promenade,New York,NY,10023,0,no
3647,Grace,Moore,XXXXXXXXX,XXXXXXXXX,4197 Lazy Diversion,Cumberland,MD,21502,0,no
3648,Mary,Parker,XXXXXXXXX,XXXXXXXXX,726 Old Deer Carrefour,Caguas,PR,725,0,no
3649,Andrew,Nguyen,XXXXXXXXX,XXXXXXXXX,5480 Clear Branch Round,Union City,CA,94587,0,no
3650,Wayne,Smith,XXXXXXXXX,XXXXXXXXX,5875 Grand Campus,Pompano Beach,FL,33068,28,yes
3651,Mary,Sanders,XXXXXXXXX,XXXXXXXXX,1555 Crystal Rise Forest,San Antonio,TX,78223,29,yes
3652,Ann,Esparza,XXXXXXXXX,XXXXXXXXX,6324 Jagged Orchard,Caguas,PR,725,21,yes
3653,Peter,Smith,XXXXXXXXX,XXXXXXXXX,2878 Hazy Wagon  Thicket,Princeton,NJ,8540,32,yes
3654,Mary,Smith,XXXXXXXXX,XXXXXXXXX,5736 Old Cloud Heath,Caguas,PR,725,0,no
3655,Karen,Conway,XXXXXXXXX,XXXXXXXXX,2036 High Creek Nook,Mount Prospect,IL,60056,32,yes
3656,Willie,Smith,XXXXXXXXX,XXXXXXXXX,7236 Cotton Cove,Philadelphia,PA,19139,0,no
3657,Mary,Davis,XXXXXXXXX,XXXXXXXXX,1865 Dusty Deer Mountain,Caguas,PR,725,0,no
3658,Mary,Weiss,XXXXXXXXX,XXXXXXXXX,6007 Wishing Common,Huntington Beach,CA,92646,0,no
3659,Margaret,Meadows,XXXXXXXXX,XXXXXXXXX,1756 Quiet Estates,Philadelphia,PA,19104,30,yes
3660,Roger,Smith,XXXXXXXXX,XXXXXXXXX,8675 Lazy Pathway,Del Rio,TX,78840,35,yes
3661,Mary,Jones,XXXXXXXXX,XXXXXXXXX,5961 Hidden Village,Caguas,PR,725,33,yes
3662,Betty,Collier,XXXXXXXXX,XXXXXXXXX,8248 Blue Corners,Troy,NY,12180,0,no
3663,Beverly,Strong,XXXXXXXXX,XXXXXXXXX,5621 Hazy Wood,Caguas,PR,725,0,no
3664,Mary,Smith,XXXXXXXXX,XXXXXXXXX,6178 Burning Limits,Virginia Beach,VA,23455,0,no
3665,Philip,Wyatt,XXXXXXXXX,XXXXXXXXX,7436 Quaking Nectar Mall,Caguas,PR,725,0,no
3666,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1109 Rustic Ridge,Princeton,NJ,8540,0,no
3667,Andrew,Hinton,XXXXXXXXX,XXXXXXXXX,9009 Umber Log Island,Caguas,PR,725,0,no
3668,Judy,Smith,XXXXXXXXX,XXXXXXXXX,4379 Honey Private,Salem,OR,97301,0,no
3669,Mary,Soto,XXXXXXXXX,XXXXXXXXX,4868 Tawny Park,San Bernardino,CA,92410,17,yes
3670,Anna,Smith,XXXXXXXXX,XXXXXXXXX,8172 Jagged Pond Vale,Caguas,PR,725,0,no
3671,Mary,Johnson,XXXXXXXXX,XXXXXXXXX,1430 Gentle Grove Glade,Mentor,OH,44060,0,no
3672,James,Park,XXXXXXXXX,XXXXXXXXX,1780 Grand View Route,Caguas,PR,725,0,no
3673,Matthew,Smith,XXXXXXXXX,XXXXXXXXX,1040 Hazy Timber Lookout,Bell Gardens,CA,90201,0,no
3674,Amy,Torres,XXXXXXXXX,XXXXXXXXX,8033 Heather Fox Ridge,El Cajon,CA,92020,0,no
3675,Joyce,Pittman,XXXXXXXXX,XXXXXXXXX,8428 Noble Elk Loop,Caguas,PR,725,0,no
3676,Mary,Smith,XXXXXXXXX,XXXXXXXXX,3919 Clear Cloud Line,Fargo,ND,58103,34,yes
3677,Sandra,Edwards,XXXXXXXXX,XXXXXXXXX,7762 Rocky Carrefour,Caguas,PR,725,21,yes
3678,Alice,Castro,XXXXXXXXX,XXXXXXXXX,7760 Fallen Circuit,Brooklyn,NY,11226,37,yes
3679,Mary,Carpenter,XXXXXXXXX,XXXXXXXXX,2455 Stony Fox Crossing,New York,NY,10027,0,no
3680,David,Smith,XXXXXXXXX,XXXXXXXXX,6996 Velvet Diversion,Aurora,IL,60504,33,yes
3681,Edward,Jones,XXXXXXXXX,XXXXXXXXX,8248 Clear Glade,Caguas,PR,725,0,no
3682,Emily,Romero,XXXXXXXXX,XXXXXXXXX,406 Shady Cider Corner,Philadelphia,PA,19131,41,yes
3683,Mary,Fernandez,XXXXXXXXX,XXXXXXXXX,3856 Grand Fox Road,Caguas,PR,725,0,no
3684,Patrick,Smith,XXXXXXXXX,XXXXXXXXX,4498 Fallen Cove,Dallas,TX,75220,0,no
3685,Mary,Watson,XXXXXXXXX,XXXXXXXXX,4853 Silent Mount,Apex,NC,27502,38,yes
3686,Jacob,Casey,XXXXXXXXX,XXXXXXXXX,3312 Harvest Horse Chase,Caguas,PR,725,0,no
3687,Mary,Morrow,XXXXXXXXX,XXXXXXXXX,923 Amber Grounds,Philadelphia,PA,19145,0,no
3688,Judy,Smith,XXXXXXXXX,XXXXXXXXX,236 Hidden Round,Caguas,PR,725,0,no
3689,Mary,Wallace,XXXXXXXXX,XXXXXXXXX,8044 Merry Landing,San Juan,PR,926,0,no
3690,Brittany,Williamson,XXXXXXXXX,XXXXXXXXX,5293 Emerald Concession,Virginia Beach,VA,23455,0,no
3691,Mary,Campos,XXXXXXXXX,XXXXXXXXX,9393 Honey Autoroute,Caguas,PR,725,23,yes
3692,James,Smith,XXXXXXXXX,XXXXXXXXX,5567 Shady Forest View,Los Angeles,CA,90034,39,yes
3693,Megan,Trevino,XXXXXXXXX,XXXXXXXXX,1674 Amber Loop,Compton,CA,90220,29,yes
3694,Mary,Smith,XXXXXXXXX,XXXXXXXXX,7538 High Heights,Dearborn,MI,48126,0,no
3695,Christopher,Bryant,XXXXXXXXX,XXXXXXXXX,7829 Umber Nook,Portland,OR,97223,0,no
3696,Martha,Holloway,XXXXXXXXX,XXXXXXXXX,9660 Grand Forest Circle,Caguas,PR,725,36,yes
3697,Mary,Hobbs,XXXXXXXXX,XXXXXXXXX,8237 Burning Barn Bay,Ypsilanti,MI,48197,0,no
3698,John,Smith,XXXXXXXXX,XXXXXXXXX,3503 Fallen Sky Heath,Caguas,PR,725,0,no
3699,Charles,Walker,XXXXXXXXX,XXXXXXXXX,5163 Velvet Private,La Habra,CA,90631,0,no
3700,Stephen,Bailey,XXXXXXXXX,XXXXXXXXX,4868 Wishing Port,Las Vegas,NV,89121,0,no
3701,Bryan,Foster,XXXXXXXXX,XXXXXXXXX,5406 Round Bear Parkway,Hollywood,FL,33021,0,no
3702,Mary,Smith,XXXXXXXXX,XXXXXXXXX,7890 Clear Corner,Caguas,PR,725,0,no
3703,Christine,Reynolds,XXXXXXXXX,XXXXXXXXX,5761 Little Corner,Baldwin Park,CA,91706,0,no
3704,Mary,Smith,XXXXXXXXX,XXXXXXXXX,1655 Little Bear Circle,Chandler,AZ,85224,0,no
3705,Lisa,Smith,XXXXXXXXX,XXXXXXXXX,9741 Honey Goose Landing,Caguas,PR,725,0,no
3706,Ashley,Fitzgerald,XXXXXXXXX,XXXXXXXXX,6589 Wishing Highway,Columbus,OH,43230,0,no
3707,Mary,Smith,XXXXXXXXX,XXXXXXXXX,5712 Burning Nook,Caguas,PR,725,0,no
3708,Judy,Miller,XXXXXXXXX,XXXXXXXXX,7774 Broad Crossing,Westerville,OH,43081,0,no
3709,Mary,Padilla,XXXXXXXXX,XXXXXXXXX,4555 Amber Apple Cape,Caguas,PR,725,21,yes
3710,Ashley,Smith,XXXXXXXXX,XXXXXXXXX,1564 Gentle Jetty,Springfield,MO,65807,0,no
3711,Jordan,Palmer,XXXXXXXXX,XXXXXXXXX,3640 Easy Shadow Expressway,Fort Worth,TX,76116,0,no
3712,Mary,Meza,XXXXXXXXX,XXXXXXXXX,2544 Broad Brook View,Caguas,PR,725,0,no
3713,Helen,Smith,XXXXXXXXX,XXXXXXXXX,5016 Quaking Run,Chicago,IL,60657,0,no
3714,Kimberly,Williams,XXXXXXXXX,XXXXXXXXX,1905 Merry Cloud Plaza,Los Angeles,CA,90066,0,no
3715,Debra,Burnett,XXXXXXXXX,XXXXXXXXX,9889 Little Blossom Wood,Caguas,PR,725,0,no
3716,Hannah,Jarvis,XXXXXXXXX,XXXXXXXXX,6391 Golden Promenade,San Jose,CA,95111,0,no
3717,Mary,Smith,XXXXXXXXX,XXXXXXXXX,7373 Cinder Edge,Lakewood,OH,44107,22,yes
3718,Mark,Ward,XXXXXXXXX,XXXXXXXXX,7339 Cozy Ledge,Las Vegas,NV,89103,0,no
3719,Mary,Ortiz,XXXXXXXXX,XXXXXXXXX,4063 Hidden Forest Way,Caguas,PR,725,0,no
3720,Mary,Bowman,XXXXXXXXX,XXXXXXXXX,9236 Little Pony Wharf,Los Angeles,CA,90065,0,no
3721,Melissa,Powers,XXXXXXXXX,XXXXXXXXX,2293 Sunny Village,Mount Pleasant,MI,48858,0,no
3722,Russell,Smith,XXXXXXXXX,XXXXXXXXX,660 Indian Chase,Caguas,PR,725,0,no
3723,Mary,Jones,XXXXXXXXX,XXXXXXXXX,7625 Colonial Branch Row,Humacao,PR,791,0,no
3724,Michelle,Webb,XXXXXXXXX,XXXXXXXXX,7592 Bright Ledge,Douglasville,GA,30135,0,no
3725,Mary,Rose,XXXXXXXXX,XXXXXXXXX,4979 Honey Plaza,Caguas,PR,725,0,no
3726,Robert,Smith,XXXXXXXXX,XXXXXXXXX,4311 Old Edge,Simi Valley,CA,93063,0,no
3727,Janet,Espinoza,XXXXXXXXX,XXXXXXXXX,4786 Crystal Apple Island,Caguas,PR,725,0,no
3728,Mary,Smith,XXXXXXXXX,XXXXXXXXX,9524 Rocky Loop,Loveland,OH,45140,0,no
3729,John,Peters,XXXXXXXXX,XXXXXXXXX,9050 Pleasant Cloud Mountain,Caguas,PR,725,22,yes
3730,Eric,Clements,XXXXXXXXX,XXXXXXXXX,2893 Shady Drive,Norfolk,VA,23503,0,no
3731,Beverly,Smith,XXXXXXXXX,XXXXXXXXX,610 Pleasant Shadow Heights,Caguas,PR,725,0,no
3732,Mary,Mejia,XXXXXXXXX,XXXXXXXXX,7958 Thunder Apple Street,Norcross,GA,30093,0,no
3733,Elizabeth,Mckee,XXXXXXXXX,XXXXXXXXX,8426 Umber Gardens,Caguas,PR,725,0,no
3734,Katherine,Smith,XXXXXXXXX,XXXXXXXXX,2078 Cozy Brook Village,Modesto,CA,95350,31,yes
3735,Mary,Lewis,XXXXXXXXX,XXXXXXXXX,3569 Red Dell,El Centro,CA,92243,0,no
3736,Brian,Munoz,XXXXXXXXX,XXXXXXXXX,696 Velvet Oak Ledge,Caguas,PR,725,26,yes
3737,Kevin,Mcdowell,XXXXXXXXX,XXXXXXXXX,3760 Tawny Harbour,Chapel Hill,NC,27514,0,no
3738,Cheryl,Smith,XXXXXXXXX,XXXXXXXXX,7940 Shady Blossom Lane,Caguas,PR,725,0,no
3739,Terry,Long,XXXXXXXXX,XXXXXXXXX,1082 Grand Treasure Row,Potomac,MD,20854,0,no
3740,Mary,Smith,XXXXXXXXX,XXXXXXXXX,4971 Lost Acres,Caguas,PR,725,0,no
3741,Joseph,Johnson,XXXXXXXXX,XXXXXXXXX,3847 Wishing Front,Elyria,OH,44035,0,no
3742,Samuel,Bailey,XXXXXXXXX,XXXXXXXXX,3663 Umber Cloud Arbor,Cupertino,CA,95014,0,no
3743,Mary,Buchanan,XXXXXXXXX,XXXXXXXXX,5784 Blue Wagon  Cove,Caguas,PR,725,0,no
3744,Michael,Hancock,XXXXXXXXX,XXXXXXXXX,6943 Misty Quail Link,Ontario,CA,91761,0,no
3745,Kimberly,Smith,XXXXXXXXX,XXXXXXXXX,4767 Wishing Round,Caguas,PR,725,0,no
3746,Walter,Moore,XXXXXXXXX,XXXXXXXXX,9733 Grand Branch Ledge,Kent,WA,98031,0,no
3747,Mary,Lloyd,XXXXXXXXX,XXXXXXXXX,6035 Foggy Link,Caguas,PR,725,0,no
3748,Brenda,Smith,XXXXXXXXX,XXXXXXXXX,7191 Cinder Woods,Lake Forest,CA,92630,0,no
3749,Frances,Mills,XXXXXXXXX,XXXXXXXXX,3815 Tawny Swale,San Bernardino,CA,92407,0,no
3750,Mary,Smith,XXXXXXXXX,XXXXXXXXX,2972 Silent Blossom Pointe,Caguas,PR,725,0,no
3751,Walter,Becker,XXXXXXXXX,XXXXXXXXX,6088 Amber Brook Gardens,Jersey City,NJ,7305,0,no
3752,Mary,Vega,XXXXXXXXX,XXXXXXXXX,7840 Umber Sky Villas,Caguas,PR,725,34,yes
3753,Hannah,Smith,XXXXXXXXX,XXXXXXXXX,8470 Amber Street,Fresno,CA,93722,0,no
3754,Mary,Sims,XXXXXXXXX,XXXXXXXXX,9853 Foggy Anchor Extension,Columbus,GA,31907,28,yes
3755,Eugene,Smith,XXXXXXXXX,XXXXXXXXX,757 Dewy Apple Bend,Los Angeles,CA,90063,0,no
3756,Mary,Watson,XXXXXXXXX,XXXXXXXXX,9332 Silent Towers,Caguas,PR,725,0,no
3757,Matthew,Fuller,XXXXXXXXX,XXXXXXXXX,779 Velvet Blossom Key,Rosemead,CA,91770,45,yes
3758,Scott,Smith,XXXXXXXXX,XXXXXXXXX,3465 Little Anchor Place,Salt Lake City,UT,84119,16,yes
3759,Mary,Taylor,XXXXXXXXX,XXXXXXXXX,6595 Dusty Turnabout,Caguas,PR,725,0,no
3760,Christine,Burns,XXXXXXXXX,XXXXXXXXX,6179 Easy Swale,Pico Rivera,CA,90660,0,no
3761,Mary,Christian,XXXXXXXXX,XXXXXXXXX,2104 Fallen Limits,Hayward,CA,94541,40,yes
3762,Juan,Smith,XXXXXXXXX,XXXXXXXXX,5496 Cotton Dell,West New York,NJ,7093,0,no
3763,Mary,Martinez,XXXXXXXXX,XXXXXXXXX,4271 Honey Beach,Warren,MI,48093,0,no
3764,Ethan,Smith,XXXXXXXXX,XXXXXXXXX,6548 Clear Towers,Los Angeles,CA,90057,0,no
3765,Mary,Smith,XXXXXXXXX,XXXXXXXXX,3544 Gentle Concession,Caguas,PR,725,0,no
3766,David,Chavez,XXXXXXXXX,XXXXXXXXX,3543 Crystal Bear Forest,Garden Grove,CA,92843,0,no
3767,Mary,Wagner,XXXXXXXXX,XXXXXXXXX,1116 Silent Crest,Caguas,PR,725,0,no
3768,David,Zhang,XXXXXXXXX,XXXXXXXXX,7190 Silent Timber Mews,Miami,FL,33155,31,yes
